0,0,0.5,0,0
0.01,2.49744e-05,0.499975,0.00499226,-0.00499484
0.02,9.97903e-05,0.4999,0.00996806,-0.0099787
0.03,0.000224276,0.499775,0.014926,-0.0149506
0.04,0.000398245,0.499601,0.0198645,-0.0199097
0.05,0.000621497,0.499377,0.0247823,-0.0248548
0.06,0.000893817,0.499104,0.0296779,-0.0297852
0.07,0.00121498,0.498782,0.0345499,-0.0346998
0.08,0.00158473,0.49841,0.0393969,-0.0395977
0.09,0.00200283,0.49799,0.0442174,-0.044478
0.1,0.00246899,0.497521,0.0490103,-0.0493397
0.11,0.00298293,0.497003,0.0537739,-0.054182
0.12,0.00354436,0.496437,0.0585071,-0.0590039
0.13,0.00415297,0.495823,0.0632084,-0.0638046
0.14,0.00480842,0.495161,0.0678765,-0.068583
0.15,0.00551038,0.494451,0.0725102,-0.0733384
0.16,0.00625851,0.493694,0.077108,-0.0780698
0.17,0.00705242,0.49289,0.0816687,-0.0827765
0.18,0.00789175,0.492039,0.0861911,-0.0874574
0.19,0.00877611,0.491141,0.0906737,-0.0921118
0.2,0.00970509,0.490197,0.0951155,-0.0967389
0.21,0.0106783,0.489206,0.0995151,-0.101338
0.22,0.0116952,0.48817,0.103871,-0.105907
0.23,0.0127556,0.487088,0.108183,-0.110447
0.24,0.0138588,0.485961,0.112449,-0.114957
0.25,0.0150044,0.484789,0.116668,-0.119434
0.26,0.016192,0.483573,0.120839,-0.12388
0.27,0.017421,0.482312,0.12496,-0.128292
0.28,0.018691,0.481007,0.129031,-0.132671
0.29,0.0200014,0.479659,0.133051,-0.137015
0.3,0.0213518,0.478267,0.137018,-0.141324
0.31,0.0227416,0.476832,0.140931,-0.145596
0.32,0.0241703,0.475355,0.144789,-0.149832
0.33,0.0256372,0.473836,0.148592,-0.154031
0.34,0.0271419,0.472275,0.152338,-0.158191
0.35,0.0286838,0.470672,0.156026,-0.162312
0.36,0.0302622,0.469028,0.159655,-0.166394
0.37,0.0318767,0.467344,0.163224,-0.170435
0.38,0.0335265,0.46562,0.166733,-0.174435
0.39,0.0352111,0.463856,0.170179,-0.178394
0.4,0.0369299,0.462052,0.173563,-0.182311
0.41,0.0386822,0.46021,0.176884,-0.186185
0.42,0.0404674,0.458329,0.18014,-0.190015
0.43,0.0422848,0.456409,0.183331,-0.193801
0.44,0.0441338,0.454453,0.186456,-0.197543
0.45,0.0460137,0.452459,0.189514,-0.20124
0.46,0.0479238,0.450428,0.192504,-0.20489
0.47,0.0498635,0.448361,0.195425,-0.208495
0.48,0.0518321,0.446258,0.198277,-0.212052
0.49,0.0538288,0.44412,0.20106,-0.215562
0.5,0.055853,0.441947,0.203771,-0.219025
0.51,0.057904,0.43974,0.206411,-0.222439
0.52,0.059981,0.437499,0.208979,-0.225804
0.53,0.0620833,0.435224,0.211474,-0.229119
0.54,0.0642102,0.432916,0.213896,-0.232385
0.55,0.066361,0.430576,0.216243,-0.235601
0.56,0.0685349,0.428205,0.218516,-0.238765
0.57,0.0707311,0.425801,0.220714,-0.241879
0.58,0.0729489,0.423367,0.222836,-0.244942
0.59,0.0751876,0.420903,0.224882,-0.247952
0.6,0.0774463,0.418408,0.226851,-0.25091
0.61,0.0797243,0.415885,0.228743,-0.253816
0.62,0.0820209,0.413332,0.230557,-0.256668
0.63,0.0843352,0.410751,0.232293,-0.259467
0.64,0.0866665,0.408143,0.233951,-0.262213
0.65,0.089014,0.405507,0.235529,-0.264904
0.66,0.0913768,0.402845,0.237028,-0.267542
0.67,0.0937543,0.400157,0.238448,-0.270124
0.68,0.0961455,0.397443,0.239787,-0.272652
0.69,0.0985497,0.394704,0.241046,-0.275125
0.7,0.100966,0.39194,0.242225,-0.277543
0.71,0.103394,0.389153,0.243322,-0.279905
0.72,0.105832,0.386343,0.244339,-0.282212
0.73,0.10828,0.383509,0.245274,-0.284462
0.74,0.110738,0.380653,0.246128,-0.286657
0.75,0.113203,0.377776,0.2469,-0.288795
0.76,0.115675,0.374878,0.24759,-0.290877
0.77,0.118154,0.371959,0.248198,-0.292902
0.78,0.120639,0.36902,0.248724,-0.294871
0.79,0.123128,0.366062,0.249168,-0.296783
0.8,0.125622,0.363084,0.24953,-0.298637
0.81,0.128119,0.360089,0.24981,-0.300435
0.82,0.130618,0.357076,0.250007,-0.302176
0.83,0.133119,0.354046,0.250122,-0.30386
0.84,0.13562,0.350999,0.250155,-0.305487
0.85,0.138121,0.347936,0.250106,-0.307056
0.86,0.140622,0.344858,0.249974,-0.308569
0.87,0.143121,0.341765,0.249761,-0.310024
0.88,0.145617,0.338658,0.249466,-0.311422
0.89,0.14811,0.335537,0.249089,-0.312763
0.9,0.150598,0.332403,0.24863,-0.314047
0.91,0.153082,0.329256,0.24809,-0.315274
0.92,0.15556,0.326097,0.247469,-0.316444
0.93,0.158031,0.322927,0.246767,-0.317557
0.94,0.160495,0.319746,0.245984,-0.318613
0.95,0.162951,0.316555,0.245121,-0.319613
0.96,0.165397,0.313354,0.244178,-0.320556
0.97,0.167834,0.310144,0.243155,-0.321442
0.98,0.17026,0.306926,0.242052,-0.322273
0.99,0.172675,0.303699,0.24087,-0.323047
1,0.175077,0.300465,0.23961,-0.323766
1.01,0.177467,0.297224,0.238271,-0.324428
1.02,0.179842,0.293977,0.236854,-0.325035
1.03,0.182203,0.290723,0.235359,-0.325587
1.04,0.184549,0.287465,0.233787,-0.326084
1.05,0.186879,0.284202,0.232139,-0.326526
1.06,0.189192,0.280935,0.230415,-0.326913
1.07,0.191487,0.277664,0.228615,-0.327246
1.08,0.193764,0.27439,0.22674,-0.327525
1.09,0.196022,0.271113,0.22479,-0.32775
1.1,0.198259,0.267835,0.222767,-0.327922
1.11,0.200477,0.264555,0.22067,-0.32804
1.12,0.202673,0.261274,0.2185,-0.328106
1.13,0.204846,0.257993,0.216259,-0.328119
1.14,0.206997,0.254712,0.213945,-0.328081
1.15,0.209125,0.251432,0.211561,-0.32799
1.16,0.211228,0.248153,0.209107,-0.327848
1.17,0.213307,0.244875,0.206583,-0.327654
1.18,0.21536,0.2416,0.203991,-0.327411
1.19,0.217387,0.238327,0.20133,-0.327117
1.2,0.219386,0.235057,0.198603,-0.326773
1.21,0.221358,0.231792,0.195808,-0.326379
1.22,0.223302,0.22853,0.192948,-0.325937
1.23,0.225217,0.225273,0.190023,-0.325446
1.24,0.227102,0.222021,0.187034,-0.324908
1.25,0.228958,0.218775,0.183982,-0.324321
1.26,0.230782,0.215535,0.180867,-0.323687
1.27,0.232575,0.212302,0.177691,-0.323007
1.28,0.234336,0.209075,0.174454,-0.322281
1.29,0.236064,0.205856,0.171157,-0.321509
1.3,0.237758,0.202645,0.167801,-0.320691
1.31,0.239419,0.199442,0.164387,-0.31983
1.32,0.241046,0.196249,0.160916,-0.318924
1.33,0.242638,0.193064,0.157389,-0.317974
1.34,0.244194,0.189889,0.153807,-0.316982
1.35,0.245714,0.186725,0.15017,-0.315947
1.36,0.247197,0.18357,0.146481,-0.31487
1.37,0.248643,0.180427,0.142739,-0.313752
1.38,0.250051,0.177296,0.138945,-0.312593
1.39,0.251422,0.174176,0.135102,-0.311394
1.4,0.252753,0.171068,0.131209,-0.310155
1.41,0.254046,0.167973,0.127268,-0.308877
1.42,0.255299,0.16489,0.12328,-0.307561
1.43,0.256511,0.161822,0.119246,-0.306208
1.44,0.257683,0.158766,0.115167,-0.304817
1.45,0.258814,0.155725,0.111044,-0.30339
1.46,0.259904,0.152699,0.106878,-0.301926
1.47,0.260952,0.149687,0.102671,-0.300428
1.48,0.261957,0.14669,0.098423,-0.298895
1.49,0.26292,0.143709,0.0941354,-0.297328
1.5,0.26384,0.140744,0.0898095,-0.295728
1.51,0.264716,0.137795,0.0854464,-0.294096
1.52,0.265549,0.134862,0.0810472,-0.292431
1.53,0.266337,0.131946,0.076613,-0.290735
1.54,0.267081,0.129047,0.0721451,-0.289009
1.55,0.26778,0.126166,0.0676445,-0.287252
1.56,0.268434,0.123302,0.0631125,-0.285467
1.57,0.269042,0.120457,0.0585502,-0.283653
1.58,0.269605,0.117629,0.0539589,-0.281811
1.59,0.270121,0.114821,0.0493396,-0.279942
1.6,0.270591,0.112031,0.0446936,-0.278047
1.61,0.271015,0.10926,0.0400221,-0.276126
1.62,0.271392,0.106508,0.0353263,-0.274179
1.63,0.271721,0.103776,0.0306073,-0.272209
1.64,0.272004,0.101064,0.0258665,-0.270215
1.65,0.272239,0.0983721,0.021105,-0.268198
1.66,0.272426,0.0957003,0.016324,-0.266159
1.67,0.272565,0.093049,0.0115247,-0.264099
1.68,0.272656,0.0904184,0.00670846,-0.262018
1.69,0.272699,0.0878087,0.00187639,-0.259917
1.7,0.272694,0.0852201,-0.00297026,-0.257797
